,Unnamed: 0,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer,discount,g,mL,dollarpermL,dollarperg
2563,4072,2344281,Jouer Cosmetics,Blush,Blush Bouquet Dual Blush Palette,0.39 oz/ 11 g,4.5,207,33900,30.0,30.0,no options,0,0,0,0,0.0,11.0,0.0,0.0,2.727272727272727
2564,4073,2327294,Jouer Cosmetics,Lip Balm & Treatment,Essential Hydrating Lip Oil,0.16 fl oz/ 4.8 mL,4.0,14,7500,18.0,18.0,no options,0,0,0,0,0.0,0.0,4.8,3.75,0.0
2565,4074,2152668,Jouer Cosmetics,Concealer,Essential High Coverage Liquid Concealer,0.139 oz/ 4.14 mL,4.0,276,40100,22.0,22.0,no options,0,0,0,0,0.0,0.0,4.14,5.314009661835749,0.0
2566,4075,2122679,Jouer Cosmetics,Lip Balms & Treatments,Essential Lip Enhancer Balm,0.33 oz/ 10 mL,4.5,219,13900,16.0,16.0,no options,0,0,0,0,0.0,0.0,10.0,1.6,0.0
2567,4077,2124808,Jouer Cosmetics,Foundation,Essential High Coverage Crème Foundation,0.68 oz/ 20 mL,3.0,281,25100,38.0,38.0,no options,0,0,0,0,0.0,0.0,20.0,1.9,0.0
2568,4079,2330553,Jouer Cosmetics,Concealer,Essential High Coverage Concealer Pen,0.08 oz/ 2.5 g,3.5,20,6700,22.0,22.0,no options,0,0,0,0,0.0,2.5,0.0,0.0,8.8
2569,4080,2189843,Jouer Cosmetics,Lip Balms & Treatments,Overnight Conditioning & Repairing Lip Mask,0.70 oz/ 20 g,4.5,33,4700,20.0,20.0,no options,1,0,0,0,0.0,20.0,0.0,0.0,1.0
2570,4081,2254381,Jouer Cosmetics,Lip Balm & Treatment,Essential Lip Enhancer Shine Balm,0.14 oz/ 4 g,3.5,89,11700,18.0,18.0,no options,0,0,0,0,0.0,4.0,0.0,0.0,4.5
2571,4082,2124592,Jouer Cosmetics,Highlighter,Powder Highlighter,0.16 oz/ 4.5 g,4.5,106,21200,24.0,24.0,no options,1,0,0,0,0.0,4.5,0.0,0.0,5.333333333333333
2572,4084,2224434,Jouer Cosmetics,Setting Spray & Powder,Soft Focus Hydrate + Set Powder,0.21oz/6g,4.0,70,10900,30.0,30.0,no options,0,0,0,0,0.0,6.0,0.0,0.0,5.0
2573,4085,2288256,Jouer Cosmetics,Cheek Palettes,Rose Cut Gems Blush & Cheek Topper Palette,0.75 oz/ 21.26 g,4.0,26,5200,39.0,39.0,no options,0,0,1,0,0.0,21.26,0.0,0.0,1.8344308560677327
2574,4087,2225613,Jouer Cosmetics,Lip Gloss,High Pigment Pearl Lip Gloss, 0.21 oz/ 6.21 mL,4.0,20,4600,17.0,17.0,no options,0,0,0,0,0.0,0.0,6.21,2.737520128824477,0.0
2575,4089,2225597,Jouer Cosmetics,Eye Palettes,"Tan Lines Matte, Shimmer & Luxe Foil Eyeshadow Palette",0.31oz/ 9 g,3.5,57,4800,34.0,34.0,no options,0,0,1,0,0.0,9.0,0.0,0.0,3.7777777777777777
2576,4090,2152601,Jouer Cosmetics,Eyeshadow,Crème Eyeshadow Crayon – Rose Gold Collection ,0.07 oz/ 1.98 g,4.0,4,1700,18.0,18.0,no options,0,0,0,0,0.0,1.98,0.0,0.0,9.090909090909092
2577,4091,1108109,Juicy Couture,Perfume,Viva La Juicy,1.7 oz/ 50 mL,4.5,1000,35300,79.0,79.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray - 0.33 oz/ 10 mL Eau de Parfum Rollerball,0,0,0,0,0.0,0.0,50.0,1.58,0.0
2578,4093,1641562,Juicy Couture,Perfume,Viva La Juicy Gold Couture,1.7 oz/ 50 mL,4.5,133,8100,79.0,79.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,50.0,1.58,0.0
2579,4094,1529379,Juicy Couture,Rollerballs & Travel Size,Viva La Juicy Rollerball,0.33 oz/ 10 mL,4.5,76,10300,24.0,24.0,no options,0,0,0,0,0.0,0.0,10.0,2.4,0.0
2580,4095,1774272,Juicy Couture,Perfume,Viva La Juicy Rosé,1.7 oz/ 50 mL,4.5,61,6500,79.0,79.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray - 0.17 oz Eau de Parfum Rollerball,1,0,0,0,0.0,0.0,50.0,1.58,0.0
2581,4096,966861,Juicy Couture,Perfume,Juicy Couture,1.7 oz/ 50 mL,4.5,579,9000,76.0,76.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,50.0,1.52,0.0
2582,4097,2132587,Juicy Couture,Perfume,OUI,1.7 oz/ 50 mL,4.0,22,2400,85.0,85.0, - 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 100 mL Eau de Parfum Spray,1,0,0,0,0.0,0.0,50.0,1.7,0.0
2584,4099,1529056,Juicy Couture,Perfume,Viva La Juicy Noir ,3.4 oz/ 100 mL,4.5,118,7200,99.0,99.0, - 3.4 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,100.0,0.99,0.0
2585,4100,1737840,Juicy Couture,Perfume,I am Juicy Couture,1.7 oz/ 50 mL,4.5,29,2500,76.0,76.0, - Out of stock: 1.7 oz/ 50 mL Eau de Parfum Spray  - 3.4 oz/ 101 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,50.0,1.52,0.0
2586,4101,1940113,Juicy Couture,Perfume,Royal Rose Eau de Parfum,3.4 oz/ 100 mL,4.5,12,1400,130.0,130.0,no options,1,0,0,0,0.0,0.0,100.0,1.3,0.0
2587,4102,1703321,Juliette Has a Gun,Perfume,Not A Perfume,3.3 oz/ 100 mL,4.0,632,26600,135.0,135.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray  - 0.25 oz/ 7.5 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2588,4103,2175982,Juliette Has a Gun,Perfume,Vanilla Vibes,3.4oz/100mL,4.0,122,6200,135.0,135.0, - 1.7oz/50mL Eau de Parfum Spray - 3.4oz/100mL Eau de Parfum Spray  - 0.25oz/7.5mL Eau de Parfum Travel Spray,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2589,4104,1804368,Juliette Has a Gun,Rollerballs & Travel Size,Not A Perfume Travel Spray,0.25 oz/ 7.5 mL,4.5,336,21500,28.0,28.0,no options,0,0,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2590,4105,2176006,Juliette Has a Gun,Rollerballs & Travel Size,Vanilla Vibes Travel Spray,0.25oz/7.5mL,4.5,51,5600,28.0,28.0,no options,0,0,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2591,4107,1856491,Juliette Has a Gun,Perfume,MMMM…,3.3 oz/ 100 mL,4.5,113,5600,135.0,135.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray  - 0.25 oz/ 7.5 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2592,4109,1981943,Juliette Has a Gun,Perfume,Sunny Side Up,3.3 oz/ 100 mL,4.0,81,2700,135.0,135.0, - 3.3 oz/ 100 mL Eau de Parfum Spray  - 1.7 oz/ 50 mL Eau de Parfum Spray - 0.25 oz/ 7.5 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2593,4110,2064004,Juliette Has a Gun,Perfume,Moscow Mule,3.3 oz/ 100 mL,3.5,112,5200,135.0,135.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray  - 0.25 oz/ 7.5ml Eau de Toilette Travel Spray,1,0,0,0,0.0,0.0,100.0,1.35,0.0
2594,4111,1808054,Juliette Has a Gun,Perfume,Lady Vengeance,0.25 oz/ 7.5 mL,4.5,73,5100,28.0,28.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 0.25 oz/ 7.5 mL Eau de Parfum Spray ,0,1,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2595,4112,1808054,Juliette Has a Gun,Rollerballs & Travel Size,Lady Vengeance Travel Spray,0.25 oz/ 7.5 mL,4.5,26,3400,28.0,28.0,no options,0,1,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2596,4113,1884592,Juliette Has a Gun,Rollerballs & Travel Size,MMMM… Travel Spray,0.25 oz/ 7.5 mL,4.5,93,5600,28.0,28.0,no options,0,0,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2597,4114,1703370,Juliette Has a Gun,Perfume,Anyway,3.3 oz/ 100 mL,4.0,25,2800,135.0,135.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2598,4115,1703362,Juliette Has a Gun,Perfume,Gentlewoman,3.3 oz/ 100 mL,4.0,38,2100,145.0,145.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Toilette Spray ,0,0,0,0,0.0,0.0,100.0,1.45,0.0
2599,4116,1981968,Juliette Has a Gun,Rollerballs & Travel Size,Sunny Side Up Travel Spray,0.25 oz/ 7.5 mL,4.0,55,2500,28.0,28.0,no options,0,0,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2601,4118,2288017,Juliette Has a Gun,Lotions & Oils,Not A Hand Cream,1 oz/ 30 mL,3.5,4,450,24.0,24.0,no options,0,0,0,0,0.0,0.0,30.0,0.8,0.0
2602,4119,1703347,Juliette Has a Gun,Perfume,Mad Madame,3.3 oz/ 100 mL,4.0,33,2200,145.0,145.0,no options,0,0,0,0,0.0,0.0,100.0,1.45,0.0
2603,4120,1794189,Juliette Has a Gun,Perfume,Another Oud,3.3 oz/ 98 mL,4.5,32,1800,145.0,145.0,no options,0,0,0,0,0.0,0.0,98.0,1.4795918367346939,0.0
2604,4121,2064020,Juliette Has a Gun,Rollerballs & Travel Size,Moscow Mule Travel Spray,0.25 oz/ 7.5ml,4.0,10,0,28.0,28.0,no options,0,0,0,0,0.0,0.0,7.5,3.7333333333333334,0.0
2605,4123,1703354,Juliette Has a Gun,Perfume,Romantina,3.3 oz/ 100 mL,4.0,16,1700,135.0,135.0, - 3.3 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2606,4124,1703305,Juliette Has a Gun,Perfume,Miss Charming,3.3 oz/ 100 mL,4.0,19,1900,135.0,135.0, - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,100.0,1.35,0.0
2607,4126,1703388,Juliette Has a Gun,Perfume,Midnight Oud,3.3 oz/ 100 mL,4.0,22,2000,145.0,145.0,no options,0,0,0,0,0.0,0.0,100.0,1.45,0.0
2608,4129,2252112,Kaja,Blush,Cheeky Stamp Blendable Blush,0.17 oz/ 5 g,4.5,1000,47200,24.0,24.0,no options,0,1,0,0,0.0,5.0,0.0,0.0,4.8
2609,4130,2207249,Kaja,Face Primer,Dream Puff Radiant Mousse Primer,1.94oz/55g,4.0,27,6000,26.0,26.0,no options,0,1,0,0,0.0,55.0,0.0,0.0,0.4727272727272727
2610,4132,2139632,Kaja,Concealer,Don't Settle Concealer,0.21 oz/ 6 mL,4.5,158,13500,16.0,16.0,no options,0,1,0,0,0.0,0.0,6.0,2.6666666666666665,0.0
2611,4133,2139574,Kaja,Concealer,Cat Nap Under Eye Brightener,0.19 oz/ 5.5g,4.0,59,6900,19.0,19.0,no options,0,1,0,0,0.0,5.5,0.0,0.0,3.4545454545454546
2612,4134,2185866,Kaja,Lip Gloss,Heart Melter Lip Gloss Stick,0.049 oz/ 1.4 g,4.0,201,41800,17.0,17.0,no options,0,1,0,0,0.0,1.4,0.0,0.0,12.142857142857144
2614,4136,2139822,Kaja,Blush,Mochi Pop Bouncy Blush,0.15 oz/ 4.5 g,4.5,64,16400,19.0,19.0,no options,0,1,0,0,0.0,4.5,0.0,0.0,4.222222222222222
2615,4137,2139467,Kaja,Lip Balm & Treatment,Mood Balm Color Changing Lip Moisturizer,0.15 oz/ 4.5 g,4.0,138,20400,14.0,14.0,no options,0,1,0,0,0.0,4.5,0.0,0.0,3.111111111111111
2616,4138,2353290,Kaja,Lip Balm & Treatment,Vacay Shine Glowy Lip Balm Oil,0.12 oz/ 3.6 g,0.0,0,2200,16.0,16.0,no options,0,1,0,0,0.0,3.6,0.0,0.0,4.444444444444445
2617,4139,2207256,Kaja,Eyeshadow,Moon Crystal Sparkling Eye Pigment,0.29 oz/ 8.5 g,4.5,774,28000,16.0,16.0,no options,0,1,0,0,0.0,8.5,0.0,0.0,1.8823529411764706
2618,4140,2353282,Kaja,Bronzer,Beachy Stamp Blendable Liquid Bronzer ,0.17oz/ 5 g,0.0,0,1700,24.0,24.0,no options,0,1,0,0,0.0,5.0,0.0,0.0,4.8
2619,4141,2353258,Kaja,Highlighter,Glowy Stamp Liquid Highlighter,0.17oz/ 5 g,0.0,0,1300,24.0,24.0,no options,0,1,0,0,0.0,5.0,0.0,0.0,4.8
2620,4142,2139723,Kaja,Lip Stain,Cushy Vibe High-Pigment Lip Stain,0.19 oz/ 5.5 mL,4.5,508,34500,18.0,18.0,no options,0,1,0,0,0.0,0.0,5.5,3.272727272727273,0.0
2621,4143,2139780,Kaja,Highlighter,Mochi Glow Bouncy Highlighter,0.15 oz/ 4.5 g,4.0,536,27500,19.0,19.0,no options,0,1,0,0,0.0,4.5,0.0,0.0,4.222222222222222
2622,4144,2139533,Kaja,Eyebrow,Brow Blowout Fiber Gel Brow Definer,0.16 oz/ 5 mL,4.0,83,7200,16.0,16.0,no options,0,1,0,0,0.0,0.0,5.0,3.2,0.0
2624,4149,2213551,Kate Somerville,Face Serums,Kx Active Concentrates Ceramides + Omegas Serum,1 oz/ 30 mL,4.5,149,3700,98.0,98.0,no options,0,1,0,0,0.0,0.0,30.0,3.2666666666666666,0.0
2625,4150,1906106,Kate Somerville,Blemish & Acne Treatments,EradiKate® Daily Cleanser Acne Treatment,4 oz/ 120 mL,4.5,488,28900,38.0,38.0,no options,0,0,0,0,0.0,0.0,120.0,0.31666666666666665,0.0
2626,4151,2172641,Kate Somerville,Facial Peels,Liquid ExfoliKate® Triple Acid Resurfacing Treatment,4 oz/ 120 mL,4.5,234,13100,58.0,58.0,no options,0,0,0,0,0.0,0.0,120.0,0.48333333333333334,0.0
2628,4155,1167196,Kate Somerville,Moisturizers,Oil Free Moisturizer,1.7 oz/ 50 mL,4.0,692,16100,65.0,65.0,no options,0,0,0,0,0.0,0.0,50.0,1.3,0.0
2629,4157,1898220,Kate Somerville,Moisturizers,Wrinkle Warrior™ 2-in-1 Plumping Moisturizer + Serum,1.7 oz/ 50 mL,3.5,311,15700,95.0,95.0,no options,0,0,0,0,0.0,0.0,50.0,1.9,0.0
2630,4158,1976414,Kate Somerville,Moisturizers,ExfoliKate® Glow Moisturizer,1.7 oz/ 50 mL,4.5,991,11000,65.0,65.0,no options,0,0,0,0,0.0,0.0,50.0,1.3,0.0
2633,4162,2113777,Kate Somerville,Blemish & Acne Treatments,EradiKate® Salicylic Acid Acne Treatment,1 oz/ 30 mL,4.0,68,6000,58.0,58.0,no options,0,0,0,0,0.0,0.0,30.0,1.9333333333333333,0.0
2634,4163,2172658,Kate Somerville,Face Wash & Cleansers,Goat Milk Moisturizing Cleanser,4 oz/ 120 mL,4.5,73,5900,38.0,38.0,no options,0,0,0,0,0.0,0.0,120.0,0.31666666666666665,0.0
2635,4164,2144723,Kate Somerville,Face Serums,+Retinol Vita C Power Serum,1 oz/ 30 mL,4.0,94,5600,98.0,98.0,no options,0,0,0,0,0.0,0.0,30.0,3.2666666666666666,0.0
2637,4166,1862283,Kate Somerville,Moisturizers,Dry Skin Saver,4 oz/ 120 mL,4.5,71,7800,48.0,48.0,no options,0,0,0,0,0.0,0.0,120.0,0.4,0.0
2638,4167,2278737,Kate Somerville,Moisturizers,+Retinol Vitamin C Moisturizer,1.7 oz/ 50 mL,4.5,130,2900,90.0,90.0,no options,0,0,0,0,0.0,0.0,50.0,1.8,0.0
2640,4169,1862275,Kate Somerville,Eye Creams & Treatments,Retinol Firming Eye Cream,0.5 oz/ 15 mL,3.5,113,13400,85.0,85.0,no options,0,0,0,0,0.0,0.0,15.0,5.666666666666667,0.0
2642,4171,1166974,Kate Somerville,Face Wash & Cleansers,Gentle Daily Wash,4 oz/ 118 mL,4.0,207,5300,36.0,36.0,no options,0,0,0,0,0.0,0.0,118.0,0.3050847457627119,0.0
2643,4172,2213619,Kate Somerville,Face Serums,Kx Active Concentrates Bio-Mimicking Peptides Serum,1 oz/ 30 mL,4.5,351,2400,98.0,98.0,no options,0,1,0,0,0.0,0.0,30.0,3.2666666666666666,0.0
2645,4176,1572635,Kate Somerville,Eye Creams & Treatments,Age Arrest Eye Cream,0.5 oz/ 15 mL,3.5,43,2800,75.0,75.0,no options,0,0,0,0,0.0,0.0,15.0,5.0,0.0
2647,4178,1934686,Kate Somerville,Setting Spray & Powder,UncompliKated SPF 50 Soft Focus Makeup Setting Spray,3.4 oz/ 96 g,3.0,183,10800,38.0,38.0,no options,0,0,0,0,0.0,96.0,0.0,0.0,0.3958333333333333
2648,4179,1976406,Kate Somerville,Eye Creams & Treatments,Wrinkle Warrior® Eye Gel Visible Dark Circle Eraser,0.3 oz/ 10 mL,3.0,77,3600,60.0,60.0,no options,0,0,0,0,0.0,0.0,10.0,6.0,0.0
2649,4181,2116754,Kate Somerville,Face Serums,Dermal Quench Wrinkle Warrior,2.5 oz/ 7 g,4.0,5,1300,98.0,98.0,no options,0,0,0,0,0.0,7.0,0.0,0.0,14.0
2650,4183,2015006,Kate Somerville,Face Serums,Tight'N™ Cryogenic Tightening Gel,3.75 oz/ 105 g,4.0,136,3000,98.0,98.0,no options,0,0,0,0,0.0,105.0,0.0,0.0,0.9333333333333333
2654,4188,1715838,kate spade new york,Perfume,Walk On Air,1.7 oz/ 50 mL,4.5,36,3900,78.0,78.0, - Out of stock: 1 oz/ 30 mL Eau de Parfum Spray - Out of stock: 1.7 oz/ 50 mL Eau de Parfum Spray  - Out of stock: 0.34 oz/ 10 mL Eau de Parfum Rollerball,1,0,0,0,0.0,0.0,50.0,1.56,0.0
2655,4189,1715812,kate spade new york,Perfume,Live Colorfully,1 oz/ 30 mL,4.5,55,3400,58.0,58.0, - Out of stock: 1 oz/ 30 mL Eau de Parfum Spray  - Out of stock: 3.4 oz/ 100 mL Eau de Parfum Spray,1,0,0,0,0.0,0.0,30.0,1.9333333333333333,0.0
2656,4190,1715853,kate spade new york,Rollerballs & Travel Size,Walk On Air Rollerball,0.34 oz/ 10 mL,4.0,18,2400,28.0,28.0,no options,1,0,0,0,0.0,0.0,10.0,2.8,0.0
2657,4191,464834,Kenzo,Perfume,FlowerbyKenzo,1 oz/ 30 mL,4.0,476,7800,62.0,62.0, - 1 oz/ 30 mL Eau de Parfum Spray  - 1.7 oz/ 50 mL Eau de Parfum Spray - 3.3 oz/ 100 mL Eau de Parfum Spray,0,0,0,0,0.0,0.0,30.0,2.066666666666667,0.0
2658,4192,1215797,Kenzo,Perfume,KenzoAmour,1.7 oz/ 50 mL,4.5,329,4600,87.0,87.0, - 1 oz/ 30 mL Eau de Parfum Spray - 1.7 oz/ 50 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,50.0,1.74,0.0
2659,4193,1425560,Kenzo,Cologne,Homme Sport,1.7 oz/ 50 mL,4.0,1,145,63.0,63.0, - 1.7 oz/ 50 mL Eau de Toilette Spray  - 3.4 oz Eau de Toilette Spray,0,0,0,0,0.0,0.0,50.0,1.26,0.0
2660,4194,1965706,Kenzo,Body Mist & Hair Mist,KENZO World Silky Body Mist,4.2 oz/ 125 mL,3.5,6,382,40.0,40.0,no options,1,0,0,0,0.0,0.0,125.0,0.32,0.0
2661,4195,1758465,KENZOKI,Moisturizers,Moisturizing Skin Guardian,1.7 oz/ 50 mL,4.0,23,1300,45.0,45.0,no options,0,1,0,0,0.0,0.0,50.0,0.9,0.0
2663,4197,1758440,KENZOKI,Moisturizers,Vital-Ice Cream,1.7 oz/ 50 mL,4.0,5,428,59.0,59.0,no options,0,1,0,0,0.0,0.0,50.0,1.18,0.0
2665,4199,1758457,KENZOKI,Eye Creams & Treatments,Lotus Caress to Moisturize Eyes,0.5 oz/ 15 mL,3.5,8,651,35.0,35.0,no options,0,1,0,0,0.0,0.0,15.0,2.3333333333333335,0.0
2666,4200,1758564,KENZOKI,Face Serums,Belle de Jour Fantastic Fluid,1.7 oz/ 50 mL,5.0,1,661,107.0,107.0,no options,1,1,0,0,0.0,0.0,50.0,2.14,0.0
2667,4201,1758580,KENZOKI,Face Serums,Belle de Jour White Lotus Serum,1 oz/ 30 mL,4.0,2,321,105.0,105.0,no options,1,1,0,0,0.0,0.0,30.0,3.5,0.0
2668,4202,1758556,KENZOKI,Eye Creams & Treatments,Belle de Jour Angel Eyes White Lotus Care,0.5 oz/ 15 mL,3.5,7,397,71.0,71.0,no options,1,1,0,0,0.0,0.0,15.0,4.733333333333333,0.0
2669,4203,1758549,KENZOKI,Face Masks,Belle de Jour White Lotus Mask,2.5 oz/ 75 mL,3.0,4,412,82.0,82.0,no options,1,1,0,0,0.0,0.0,75.0,1.0933333333333333,0.0
2670,4204,2031227,KENZOKI,Moisturizers,White Lotus Moisturizing Jelly,1.7 oz/ 50 mL,1.0,1,182,45.0,45.0,no options,1,0,0,0,0.0,0.0,50.0,0.9,0.0
2677,4211,2201002,Kérastase,Scalp & Hair Treatments,Nutritive 8H Magic Night Serum,3.04 oz/ 90 mL,4.5,111,19400,55.0,55.0,no options,0,0,0,0,0.0,0.0,90.0,0.6111111111111112,0.0
2678,4213,2201044,Kérastase,Shampoo,Blond Absolu Anti-Brass Purple Shampoo,8.5 oz/ 250 mL,4.0,92,11500,35.0,35.0,no options,0,0,0,0,0.0,0.0,250.0,0.14,0.0
2679,4214,2201036,Kérastase,Conditioner,Blond Absolu Strengthening Conditioner,8.5 oz/ 250 mL,4.5,37,7200,40.0,40.0,no options,0,0,0,0,0.0,0.0,250.0,0.16,0.0
2680,4215,2127363,Kérastase,Conditioner,Resistance Conditioner for Damaged Hair,6.8 oz/ 200 mL,4.5,99,10600,34.0,34.0,no options,0,1,0,0,0.0,0.0,200.0,0.17,0.0
2681,4216,2127306,Kérastase,Scalp & Hair Treatments,Initialiste Advanced Scalp & Hair Serum,2.2 oz/ 60 mL,4.0,70,10100,51.0,51.0,no options,0,1,0,0,0.0,0.0,60.0,0.85,0.0
2682,4217,2127488,Kérastase,Shampoo,Densifique Bodifying Shampoo,8.5 oz/ 250 mL,4.0,35,7500,35.0,35.0,no options,1,1,0,0,0.0,0.0,250.0,0.14,0.0
2683,4221,2127025,Kérastase,Conditioner,Discipline Smoothing Conditioner,6.8 oz/ 200 mL,4.0,43,4800,40.0,40.0,no options,0,1,0,0,0.0,0.0,200.0,0.2,0.0
2684,4222,2127421,Kérastase,Hair Styling Products,Resistance Serum for Severely Damaged Hair,1 oz/ 30 mL,4.5,58,9800,37.0,37.0,no options,0,1,0,0,0.0,0.0,30.0,1.2333333333333334,0.0
2685,4223,2127009,Kérastase,Shampoo,Discipline Sulfate Free Smoothing Shampoo,8.5 oz/ 250 mL,4.5,75,8100,35.0,35.0,no options,0,1,0,0,0.0,0.0,250.0,0.14,0.0
2686,4225,2127496,Kérastase,Conditioner,Densifique Bodifying Conditioner,6.8 oz/ 200 mL,4.0,10,4200,40.0,40.0,no options,1,1,0,0,0.0,0.0,200.0,0.2,0.0
2687,4226,2201028,Kérastase,Hair Masks,Blond Absolu Anti-Brass Purple Mask,6.8 oz/ 200 mL,4.0,61,7800,62.0,62.0,no options,0,0,0,0,0.0,0.0,200.0,0.31,0.0
2688,4227,2127439,Kérastase,Shampoo,Resistance Length Strengthening Shampoo,8.5 oz/ 250 mL,4.0,45,7400,35.0,35.0,no options,0,1,0,0,0.0,0.0,250.0,0.14,0.0
2689,4229,2201051,Kérastase,Shampoo,Blond Absolu Hydrating Illuminating Shampoo,8.5 oz/ 250 mL,4.0,30,4900,35.0,35.0,no options,0,0,0,0,0.0,0.0,250.0,0.14,0.0
2690,4231,2127447,Kérastase,Conditioner,Resistance Length Strengthening Conditioner,6.8 oz/ 200 mL,3.5,19,4500,40.0,40.0,no options,0,1,0,0,0.0,0.0,200.0,0.2,0.0
2691,4233,2126910,Kérastase,Shampoo,Nutritive Shampoo for Severely Dry Hair,8.5 oz/ 250 mL,4.5,10,2800,31.0,31.0,no options,1,1,0,0,0.0,0.0,250.0,0.124,0.0
2692,4234,2126936,Kérastase,Hair Masks,Nutritive Mask for Severely Dry Hair,6.8 oz/ 200 mL,4.5,20,4600,56.0,56.0,no options,1,1,0,0,0.0,0.0,200.0,0.28,0.0
2693,4236,2126928,Kérastase,Conditioner,Nutritive Conditioner for Severely Dry Hair,6.8 oz/ 200 mL,4.0,12,2100,34.0,34.0,no options,1,1,0,0,0.0,0.0,200.0,0.17,0.0
2694,4237,2250058,Kérastase,Hair Oil,Discipline Oleo Relax Anti-Frizz Oil Serum,3.4 oz/ 100 mL,4.5,11,2900,37.0,37.0,no options,0,0,0,0,0.0,0.0,100.0,0.37,0.0
2695,4238,2127413,Kérastase,Hair Masks,Resistance Mask for Severely Damaged Hair,6.8 oz/ 200 mL,4.0,15,3100,62.0,62.0,no options,0,1,0,0,0.0,0.0,200.0,0.31,0.0
2696,4239,2127462,Kérastase,Scalp & Hair Treatments,Resistance Length Strengthening Scalp Serum,1.7 oz/ 50 mL,4.0,11,5700,51.0,51.0,no options,0,0,0,0,0.0,0.0,50.0,1.02,0.0
2697,4240,2249944,Kérastase,Hair Masks,Discipline Oleo Relax Anti-Frizz Mask,6.8 oz/ 200 mL,5.0,6,1300,62.0,62.0,no options,0,0,0,0,0.0,0.0,200.0,0.31,0.0
2698,4241,2127314,Kérastase,Shampoo,Reflection Sulfate Free Shampoo for Color-Treated Hair,8.5 oz/ 250 mL,4.0,40,3700,31.0,31.0,no options,0,1,0,0,0.0,0.0,250.0,0.124,0.0
2699,4242,2127348,Kérastase,Hair Masks,Reflection Mask for Color-Treated Hair,6.8 oz/ 200 mL,4.5,18,3700,56.0,56.0,no options,0,1,0,0,0.0,0.0,200.0,0.28,0.0
2700,4243,2249936,Kérastase,Shampoo,Discipline Oleo Relax Anti-Frizz Shampoo,8.5 oz/ 250 mL,5.0,4,1200,35.0,35.0,no options,0,0,0,0,0.0,0.0,250.0,0.14,0.0
2701,4245,2127330,Kérastase,Conditioner,Reflection Conditioner for Color-Treated Hair,6.8 oz/ 200 mL,3.0,34,2300,34.0,34.0,no options,0,1,0,0,0.0,0.0,200.0,0.17,0.0
2702,4246,2267706,Kérastase,Scalp & Hair Treatments,Energizing Scrub: Purifying Scrub for Oily Scalp,8.5 oz/ 250 mL,5.0,48,1500,50.0,50.0,no options,0,0,0,0,0.0,0.0,250.0,0.2,0.0
2703,4247,2126852,Kérastase,Shampoo,Nutritive Shampoo for Dry Hair,8.5 oz/ 250 mL,4.0,71,2800,31.0,31.0,no options,0,1,0,0,0.0,0.0,250.0,0.124,0.0
2704,4248,2127041,Kérastase,Hair Styling Products,Discipline Anti Frizz Smoothing Spray,5.1 oz/ 150 mL,4.5,50,6300,37.0,37.0,no options,0,1,0,0,0.0,0.0,150.0,0.24666666666666667,0.0
